Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Standard Units 2018-07,Standard Units 2019-07,Standard Units 2020-07,US$ MNF 2018-07,US$ MNF 2019-07,US$ MNF 2020-07,KG 2018-07,KG 2019-07,KG 2020-07
NEW ZEALAND,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,4592.0,3500.0,1540.0,19272.0,13875.0,5882.0,0.0492,0.0375,0.016499999999999997
NEW ZEALAND,RETAIL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,CONCORDIA,BUPRENORPHINE!NALOXONE,BNM BUP/NALX,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,,226800.0,,,103138.0,,,0.6032000000000001
NEW ZEALAND,RETAIL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,CONCORDIA,BUPRENORPHINE!NALOXONE,BNM BUP/NALX,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,,226464.0,,,297349.0,,,2.4094999999999995
NEW ZEALAND,RETAIL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,409444.0,462448.0,286328.0,595376.0,635033.0,376611.0,1.0890999999999997,1.2301000000000002,0.7616
NEW ZEALAND,RETAIL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,435008.0,475748.0,291592.0,1829816.0,1889054.0,1109474.0,4.6287,5.0618,3.1025
NORWAY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 12MG+3MG 30,12MG+3MG,30,INNOVATIVE BRANDED PRODUCTS,11670.0,5580.0,3990.0,64127.0,29839.0,22688.0,0.1862,0.08889999999999998,0.0638
NORWAY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,30912.0,33460.0,35840.0,27680.0,27372.0,25394.0,0.0822,0.0889,0.0954
NORWAY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,INNOVATIVE BRANDED PRODUCTS,26580.0,17280.0,15060.0,29557.0,18314.0,16598.0,0.0704,0.046,0.04
NORWAY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,44520.0,43820.0,38612.0,141379.0,119085.0,88246.0,0.47359999999999997,0.46629999999999994,0.4108
NORWAY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,INNOVATIVE BRANDED PRODUCTS,48420.0,27240.0,20640.0,177044.0,96515.0,76785.0,0.5150999999999999,0.29,0.21949999999999997
NORWAY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB COMBI STR 28,COMBI STR,28,INNOVATIVE BRANDED PRODUCTS,112.0,756.0,448.0,669.0,4453.0,2406.0,0.0,0.0,0.0
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 12MG+3MG 30,12MG+3MG,30,INNOVATIVE BRANDED PRODUCTS,38400.0,32490.0,22020.0,211463.0,173037.0,124989.0,0.613,0.5186000000000001,0.35140000000000005
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,203840.0,220836.0,227752.0,182680.0,180330.0,160721.0,0.5423,0.5875,0.6058999999999999
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,INNOVATIVE BRANDED PRODUCTS,93060.0,81780.0,63630.0,103395.0,86450.0,70280.0,0.24749999999999997,0.2177,0.1691
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,277004.0,212128.0,229936.0,881494.0,578549.0,524330.0,2.9474000000000005,2.2570999999999994,2.4466
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,INNOVATIVE BRANDED PRODUCTS,216630.0,173550.0,119130.0,793533.0,613068.0,441907.0,2.305,1.8465,1.2676000000000003
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB COMBI STR 28,COMBI STR,28,INNOVATIVE BRANDED PRODUCTS,3584.0,17808.0,28616.0,21845.0,105377.0,157861.0,0.0,0.0,0.0
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,7812.0,31192.0,18620.0,4128.0,15689.0,12636.0,0.0208,0.083,0.049600000000000005
NORWAY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,NON ORIGINAL BRANDED PRODUCTS,8624.0,29736.0,14476.0,15160.0,44186.0,20276.0,0.0918,0.3165,0.154
POLAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,46991.0,42539.0,39991.0,46535.0,39090.0,35517.0,0.125,0.1132,0.1064
POLAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,22764.0,26971.0,13909.0,66969.0,74225.0,36614.0,0.2422,0.2869,0.1481
POLAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,623.0,1456.0,882.0,714.0,1425.0,2082.0,0.0017,0.0041,0.0024
POLAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,2408.0,1890.0,819.0,7566.0,5165.0,2175.0,0.025700000000000004,0.0201,0.0088
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,,51016.0,,,14197.0,,,0.1356
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,,12572.0,,,3168.0,,,0.0334
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,,91056.0,,,85486.0,,,0.9687999999999999
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,UNBRANDED PRODUCTS,,,30177.0,,,32765.0,,,0.3212
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,284564.0,192528.0,91252.0,184165.0,118783.0,54770.0,0.7115999999999999,0.4813,0.2281
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,74312.0,41930.0,17283.0,50667.0,27208.0,10908.0,0.18589999999999998,0.1048,0.043199999999999995
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,216608.0,202832.0,90692.0,476080.0,424221.0,184720.0,2.1661,2.0281000000000002,0.9070999999999999
PORTUGAL,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,114037.0,69650.0,39823.0,264719.0,153520.0,85449.0,1.2134999999999998,0.7411,0.42369999999999997
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,ALVOGEN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  ALVO,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,120.0,6870.0,,760.0,43317.0,,0.0013,0.0733
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,,60.0,,,494.0,,,0.0006
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,,3780.0,,,23940.0,,,0.0402
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,60.0,300.0,180.0,227.0,1136.0,681.0,0.0002,0.0008,0.0006000000000000001
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,510.0,960.0,840.0,3451.0,6445.0,5258.0,0.005299999999999999,0.0103,0.009
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,INNOVATIVE BRANDED PRODUCTS,25650.0,16350.0,150.0,205053.0,136314.0,1175.0,0.27280000000000004,0.1741,0.0015999999999999999
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MALLINCKRODT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MALN,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,30.0,120.0,,203.0,812.0,,0.0003,0.0013
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,30.0,60.0,,123.0,246.0,,0.0001,0.0002
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,3240.0,7350.0,,23760.0,53900.0,,0.0345,0.0783
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,30.0,,,140.0,,,0.0001,,
PUERTO RICO,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,60.0,150.0,,500.0,1250.0,,0.0006,0.0015999999999999999,
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,ALVOGEN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  ALVO,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,40770.0,64020.0,,256614.0,354938.0,,0.4338,0.6813
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,,5040.0,,,15407.0,,,0.013500000000000002
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,90.0,1170.0,11460.0,731.0,9569.0,64513.0,0.0009,0.0123,0.12190000000000001
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,,13620.0,,,48124.0,,,0.0362
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,,267090.0,,,1691573.0,,,2.8419
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,1140.0,2250.0,5190.0,4318.0,8520.0,18288.0,0.0031000000000000003,0.006,0.013900000000000001
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,33360.0,38430.0,57960.0,225736.0,257458.0,373111.0,0.35509999999999997,0.40900000000000003,0.6169000000000001
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,INNOVATIVE BRANDED PRODUCTS,913530.0,686670.0,90180.0,7185499.0,5616735.0,768745.0,9.719899999999999,7.3062000000000005,0.9595999999999999
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MALLINCKRODT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MALN,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,1350.0,6180.0,6900.0,8963.0,41373.0,46690.0,0.014400000000000001,0.0659,0.07339999999999999
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,6090.0,19770.0,,24930.0,80932.0,,0.0162,0.052599999999999994
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,,90.0,,,660.0,,,0.0005
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,228720.0,443670.0,,1677280.0,3253583.0,,2.4336,4.7206
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,510.0,120.0,,2377.0,559.0,,0.0015000000000000002,0.0004,
PUERTO RICO,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,7950.0,2280.0,630.0,66206.0,18990.0,5248.0,0.0845,0.024300000000000002,0.006699999999999999
ROMANIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,16926.0,6489.0,7.0,10469.0,3868.0,4.0,0.0425,0.0163,0.0
ROMANIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,2415.0,2618.0,,4529.0,4660.0,,0.024200000000000003,0.026200000000000005,
ROMANIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,13433.0,27531.0,252.0,8297.0,16394.0,149.0,0.0335,0.0689,0.0006
ROMANIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,,1526.0,756.0,,2716.0,1329.0,,0.015399999999999999,0.0076
RUSSIA,HOSPITAL,EUROPE,EUROPE - OTHER,N2 ANALGESICS,MOSKVA ENDOKR.RF,BUPRENORPHINE!NALOXONE,BUPRAXONE,AAF SUBLING TABS,SUBL TAB COMBI STR 20,COMBI STR,20,INNOVATIVE BRANDED PRODUCTS,7320.0,114040.0,32560.0,2035.0,42958.0,10578.0,0.0,0.0,0.0
RUSSIA,RETAIL,EUROPE,EUROPE - OTHER,N2 ANALGESICS,MOSKVA ENDOKR.RF,BUPRENORPHINE!NALOXONE,BUPRAXONE,AAF SUBLING TABS,SUBL TAB COMBI STR 20,COMBI STR,20,INNOVATIVE BRANDED PRODUCTS,20040.0,46240.0,54860.0,6571.0,17030.0,20635.0,0.0,0.0,0.0
SLOVAKIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,,,91.0,,,49.0,,,0.0002
SLOVAKIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,,77.0,,,124.0,,,0.0008
SLOVAKIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,399.0,511.0,336.0,255.0,308.0,196.0,0.0011,0.0014,0.0009
SLOVAKIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,63.0,364.0,49.0,120.0,665.0,87.0,0.0006000000000000001,0.0036999999999999997,0.0005
SLOVAKIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,,,52381.0,,,27853.0,,,0.13940000000000002
SLOVAKIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,,52339.0,,,83977.0,,,0.5568
SLOVAKIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,98994.0,90853.0,44086.0,62873.0,54902.0,25846.0,0.26330000000000003,0.24170000000000003,0.11740000000000002
SLOVAKIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,82831.0,94003.0,32907.0,158756.0,171411.0,58271.0,0.8283,0.9402,0.3292
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ALKALOID,BUPRENORPHINE!NALOXONE,BULNEXO,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,,1680.0,5124.0,,775.0,2416.0,,0.0043,0.013500000000000002
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,ALKALOID,BUPRENORPHINE!NALOXONE,BULNEXO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,NON ORIGINAL BRANDED PRODUCTS,,2520.0,5880.0,,3632.0,9020.0,,0.0269,0.0628
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,78512.0,455.0,,61565.0,345.0,,0.20879999999999999,0.0012,
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,78645.0,,,182863.0,,,0.8368000000000001,,
SLOVENIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MEDIS (SLOVENIA),BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 7,1.4MG+360Y,7,NON ORIGINAL BRANDED PRODUCTS,,728.0,14392.0,,535.0,10468.0,,0.0014,0.026999999999999993
